ticket_id,region,state,site,subject,description,space,equipment,type,created_on,channel,issue_type,problem_category,problem_subcategory,ticket_state,priority,closed_time,maintenance_team,maintenance_type,ticket_action_type,block,sla_status,sla_end_date
BLRJIGTE-2307776,South,Texas,Austin South,cleaning,main door side glass cleaning required,Pantry,,Asset,2023-08-31,Email,Request,Cleaning *,Floor/Carpet Cleaning*,Closed,Normal,2023-08-31,Jigini-Soft Service Team,Corrective,Proactive,W-A (T1),Within SLA,2023-09-01
PUNMGPTE-2304267,West,Arizona,Phoenix Scottsdale,Orchid room door handle loose,Orchid room door handle loose,Orchid Room,,Asset,2023-10-13,Mobile_App,Request,CARPENTRY*,Door General*,Closed,Normal,2023-10-13,HCL PUN_MGP - M&E Team,Corrective,Proactive,WB,Within SLA,2023-10-14
CHNCAMTE-2312386,South,Florida,Miami Central,"52W PPM, W37,Drain PIT  # 2, CABLE TRENCH","52W PPM, W37,Drain PIT  # 2, CABLE TRENCH",DG Room,,Asset,2023-09-20,Web,Request,Electrical*,Breakers*,Closed,Critical,2023-09-20,Substation2 - M&E Team,Corrective,Proactive,Substation2,Within SLA,2023-09-20
HCLCESTE-2303871,South,Texas,Austin Downtown,Battery room need to be clean,Battery room need to be clean,FF Battery Room,,Asset,2023-09-20,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-09-20,Cessna - Soft Service Team,Corrective,Proactive,B9,Within SLA,2023-09-21
CHNCAMTE-2312399,South,Florida,Miami Central,SUB LIGHTING Panel-1 36th week pm work,SUB LIGHTING Panel-1 36th week pm work,CR,,Asset,2023-09-20,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-20,HCL CHN - M&E Team,Corrective,Proactive,RW,Within SLA,2023-09-21
CHETA1TE-2304101,South,Florida,Miami Beach,Table & chairs ppm work.,Table & chairs ppm work.,ODC 301,,Asset,2023-09-22,Mobile_App,Request,CARPENTRY*,Table/Chairs/Desk/ Needs Repairs*,Closed,Normal,2023-09-22,ETA1 M&E Team,Corrective,Proactive,3F LW,Within SLA,2023-09-23
CHETA1TE-2304262,South,Florida,Miami Beach,To be remove wall stains at 1st floor near Boardroom passage,To be remove wall stains at 1st floor near Boardroom passage,F1,,Asset,2023-09-27,Mobile_App,Request,Cleaning *,After Hours Request*,Closed,High,2023-09-27,ETA1 Soft Service team,Corrective,Proactive,Block 1,Within SLA,2023-09-28
BLRJIGTE-2308620,South,Texas,Austin South,Locker key,Require locker key for the workstation/T-3/F-5 (T3)/W-B (T3)/ODC 3,ODC 3,,Asset,2023-09-27,Web,Request,Lock and key *,Pedestal*,Closed,Standard,2023-09-28,Jigini-Soft Service Team,Corrective,Proactive,W-B (T3),SLA Elapsed,2023-09-27
CHETA3TE-2308147,South,Florida,Miami Downtown,OSS LRR wash basin no -03 water not working,OSS LRR wash basin no -03 water not working,SW,,Asset,2023-09-27,Mobile_App,Request,Plumbing*,No Water*,Closed,Normal,2023-09-27,ETA3 Plumber Team,Corrective,Proactive,SW,Within SLA,2023-09-28
BLRJIGTE-2307774,South,Texas,Austin South,cleaning,stagnate water needs to be clear and floor cleaning needs to be done,Secondary Pump Room (T3),,Asset,2023-08-31,Email,Request,Cleaning *,Floor/Carpet Cleaning*,Closed,Normal,2023-08-31,Jigini-Soft Service Team,Corrective,Proactive,T-3,Within SLA,2023-09-01
CHETA3TE-2307718,South,Florida,Miami Downtown,LGF odc -03 &07 GRR & LRR Janitor room mop holder hanger need to be fixed,LGF odc -03 &07 GRR & LRR Janitor room mop holder hanger need to be fixed,SW,,Asset,2023-09-21,Mobile_App,Request,CARPENTRY*,Table/Chairs/Desk/ Needs Repairs*,Closed,Normal,2023-09-21,ETA3 M&E Team,Corrective,Proactive,SW,Within SLA,2023-09-22
MDUELCTE-2306050,West,California,San Francisco Downtown,Hand wash not working,Hand wash not working,Canteen,,Asset,2023-09-20,Mobile_App,Request,Cleaning *,Hand Sanitizer Not Available*,Closed,Normal,2023-09-21,MDU-Soft Service Team,Corrective,Proactive,Tower2,Within SLA,2023-09-21
BLRGRTTE-2303173,South,Texas,Austin North,Ladies rest room W/C water flow continuously need to be check,Ladies rest room W/C water flow continuously need to be check,LRR,,Asset,2023-09-22,Mobile_App,Request,Plumbing*,Overflows*,Closed,High,2023-09-22,GRTP_Plumbing Team,Corrective,Proactive,VB,Within SLA,2023-09-23
CHNCAMTE-2312416,South,Florida,Miami Central,Exit Signage 36th week pm,Exit Signage 36th week pm,T5,,Asset,2023-09-20,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-20,HCL CHN - M&E Team,Corrective,Proactive,T5,Within SLA,2023-09-21
CHNCAMTE-2312401,South,Florida,Miami Central,SUB LIGHTING Panel-2 PM 36th Week,SUB LIGHTING Panel-2 PM 36th Week,CR,,Asset,2023-09-20,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-21,HCL CHN - M&E Team,Corrective,Proactive,LW,SLA Elapsed,2023-09-21
CHETA3TE-2307611,South,Florida,Miami Downtown,LGF bay 1 lRR WB NO :8 sensor not working,LGF bay 1 lRR WB NO :8 sensor not working,BLK2,,Asset,2023-09-20,Mobile_App,Request,Plumbing*,Water Taps Not Working*,Closed,Normal,2023-09-20,ETA3 Plumber Team,Corrective,Proactive,BLK2,Within SLA,2023-09-21
PUNMGPTE-2303701,West,Arizona,Phoenix Scottsdale,ODC 3 rajgad light not working,ODC 3 rajgad light not working,ODC 3-Rajgad,,Asset,2023-09-27,Mobile_App,Request,Electrical*,Lights Not Working / Flickering*,Closed,Normal,2023-09-27,HCL PUN_MGP - M&E Team,Corrective,Proactive,WA,Within SLA,2023-09-28
CHETA3TE-2308145,South,Florida,Miami Downtown,OSS LRR EWC no-01 JRT roll box damage & new box need to be fixed,OSS LRR EWC no-01 JRT roll box damage & new box need to be fixed,SW,,Asset,2023-09-27,Mobile_App,Request,CARPENTRY*,Table/Chairs/Desk/ Needs Repairs*,Closed,Normal,2023-09-27,ETA3 M&E Team,Corrective,Proactive,SW,Within SLA,2023-09-28
CHETA3TE-2308150,South,Florida,Miami Downtown,LGF ODC 7GRR w/c  3 not work,LGF ODC 7GRR w/c  3 not work,ODC-7,,Asset,2023-09-27,Mobile_App,Request,Plumbing*,Blockages/Clogs*,Closed,High,2023-09-27,ETA3 Plumber Team,Corrective,Proactive,SW,Within SLA,2023-09-28
BLRJIGTE-2307771,South,Texas,Austin South,landscaping,soli losing required  opp Yellamma  temple compound side,Common Area,,Asset,2023-08-31,Email,Request,Landscaping*,Clean up Leaves/Trim*,Closed,High,2023-08-31,Jigini-Soft Service Team,Corrective,Proactive,T-1,Within SLA,2023-09-01
BLRJIGTE-2307582,South,Texas,Austin South,Pedestal Key request,Kindly provide key for my pedestal no. 315,ODC 2C,,Asset,2023-08-28,Email,Request,Lock and key *,Pedestal*,Closed,Standard,2023-08-28,Jigini-Soft Service Team,Corrective,Proactive,W-A (T2),Within SLA,2023-08-28
BLRJIGTE-2307583,South,Texas,Austin South,Pedestal key,Required pedestal key for locker number 378,ODC 2C,,Asset,2023-08-28,Email,Request,Lock and key *,Pedestal*,Closed,Standard,2023-08-28,Jigini-Soft Service Team,Corrective,Proactive,W-A (T2),Within SLA,2023-08-28
BLRJIGTE-2307580,South,Texas,Austin South,Pedestal key required,Required pedestal key for the locker no. 401,ODC 2C,,Asset,2023-08-28,Email,Request,Lock and key *,Pedestal*,Closed,Standard,2023-08-28,Jigini-Soft Service Team,Corrective,Proactive,W-A (T2),Within SLA,2023-08-28
BLRJIGTE-2307200,South,Texas,Austin South,Fire Alarm Issue,"<p>Flab Barrier was not opened during fire alarm activation at  Tower-1 / Ground Floor (T1)/ Flab Barrier ( Date : 18/08/2023, Time :6:35PM)</p>",GF (T1),,Asset,2023-08-18,Web,Request,Fire Service*,Fire Alarm testing*,On Hold,High,,Jigini-Electrical Team,Corrective,Proactive,T-1,Within SLA,2023-08-19
CHNCAMTE-2312408,South,Florida,Miami Central,ELCB for DB's 36th week pm,ELCB for DB's 36th week pm,New Cafe,,Asset,2023-09-20,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-20,HCL CHN - M&E Team,Corrective,Proactive,New Cafe,Within SLA,2023-09-21
BLRMTPTE-2303862,South,Texas,Dallas Uptown,MTP-01-05-W-80 Ac grill issue,MTP-01-05-W-80 Ac grill issue,ODC5,,Asset,2023-10-10,Mobile_App,Request,Air Condition*,Indoor Air Quality*,Closed,High,2023-10-10,BLR_MTP HVAC Team,Corrective,Proactive,C4,Within SLA,2023-10-11
CHNCAMTE-2312382,South,Florida,Miami Central,SPRINKLER & HYDRENT 36th week pm work,SPRINKLER & HYDRENT 36th week pm work,New Cafe,,Asset,2023-09-20,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-20,HCL CHN - M&E Team,Corrective,Proactive,New Cafe,Within SLA,2023-09-21
VIJSEZTE-2305492,South,Tennessee,Nashville Green Hills,SM cabin cleaning,SM cabin cleaning,F3,,Asset,2023-09-29,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-09-29,VIJ_SEZ-Soft Service Team,Corrective,Proactive,MEDHA TOWER,Within SLA,2023-09-30
PUNMGPTE-2303378,West,Arizona,Phoenix Scottsdale,Lock Cheng's,Lock Cheng's,Gents Washroom-2,,Asset,2023-09-12,Mobile_App,Request,Lock and key *,Door Locks*,Closed,High,2023-09-12,HCL PUN_MGP - M&E Team,Corrective,Proactive,WA,Within SLA,2023-09-13
BLRECOTE2303043,South,Texas,Dallas Downtown,Window blind fixed properly,Window blind fixed properly,F-4,,Asset,2023-09-21,Mobile_App,Request,Fixtures & Fittings *,Blinds Not Operating / Broken*,Closed,Normal,2023-09-21,ECO-Electrical Team,Corrective,Proactive,HCL - Sankalp ECO,Within SLA,2023-09-22
PUNQBXTE2302512,South,Tennessee,Nashville West End,Cancer room seeling tiles need to be fix proper,Cancer room seeling tiles need to be fix proper,Cancer,,Asset,2023-09-21,Mobile_App,Request,Fixtures & Fittings *,Carpet*,Closed,High,2023-09-21,QS-M&E Team,Corrective,Proactive,QS IT-05,Within SLA,2023-09-22
CHETA3TE-2308295,South,Florida,Miami Downtown,"UGF odc -20 GRR Urinal basin no -04 ,05 water not working","UGF odc -20 GRR Urinal basin no -04 ,05 water not working",NW,,Asset,2023-09-29,Mobile_App,Request,Plumbing*,Urinal Sensor*,Closed,Normal,2023-09-29,ETA3 Plumber Team,Corrective,Proactive,NW,Within SLA,2023-09-30
CHETA3TE-2308148,South,Florida,Miami Downtown,OSS GRR Urinal basin all Urinal water not working,OSS GRR Urinal basin all Urinal water not working,SW,,Asset,2023-09-27,Mobile_App,Request,Plumbing*,Urinal Sensor*,Closed,Normal,2023-09-27,ETA3 Plumber Team,Corrective,Proactive,SW,Within SLA,2023-09-28
CANDORTE-2303586,South,Illinois,Chicago Loop,Qubical door handle lose need to be check,Qubical door handle lose need to be check,GR,,Asset,2023-09-21,Mobile_App,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-21,ElectroMechanical Team,Corrective,Proactive,T11,Within SLA,2023-09-22
CHETA3TE-2308387,South,Florida,Miami Downtown,LGF LRR weekend deep cleaning activities,LGF LRR weekend deep cleaning activities,BLK2,,Asset,2023-10-01,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-01,ETA3 Soft Service Team,Corrective,Proactive,BLK2,Within SLA,2023-10-02
BLRMTPTE-2303863,South,Texas,Dallas Uptown,MTP-01-05-W-171 Switch board issue,MTP-01-05-W-171 Switch board issue,ODC5,,Asset,2023-10-10,Mobile_App,Request,Electrical*,Switch Board Faulty*,Closed,Normal,2023-10-10,BLR MTP_ Electrical Team,Corrective,Proactive,C4,Within SLA,2023-10-11
VIJSEZTE-2305268,South,Tennessee,Nashville Green Hills,AC not working,Please reduce temperature i,CONFERENCE ROOM(NALLAMALA),,Asset,2023-09-20,One_Campus,Request,Air Condition*,Too Warm*,Closed,High,2023-09-20,VIJ_SEZ-HVAC Team,Corrective,Reactive,MEDHA TOWER,Within SLA,2023-09-21
MDUELCTE-2306053,West,California,San Francisco Downtown,Need to apply air freshener in rest room,Need to apply air freshener in rest room,GENTS REST ROOM,,Asset,2023-09-20,Mobile_App,Request,Cleaning *,Air Freshener*,Closed,High,2023-09-21,MDU-Soft Service Team,Corrective,Proactive,Tower2,Within SLA,2023-09-21
CHNCAMTE-2312404,South,Florida,Miami Central,SPRINKLER & HYDRENT  36th week pm work,SPRINKLER & HYDRENT  36th week pm work,T7,,Asset,2023-09-20,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-20,HCL CHN - M&E Team,Corrective,Proactive,T7,Within SLA,2023-09-21
CHETA1TE-2304263,South,Florida,Miami Beach,Washbasin tap found water dripping at 5th floor East GRR washbasin no-7,Washbasin tap found water dripping at 5th floor East GRR washbasin no-7,F5,,Asset,2023-09-27,Mobile_App,Request,Plumbing*,Leaks*,Closed,Critical,2023-09-27,ETA1 Plumber Team,Corrective,Proactive,Block 1,SLA Elapsed,2023-09-27
BLRMTPTE-2303243,South,Texas,Dallas Uptown,MTP-01-02-W-192 switch board issue,MTP-01-02-W-192 switch board issue,ODC2,,Asset,2023-09-20,Mobile_App,Request,Electrical*,Switch Board Faulty*,Closed,Normal,2023-09-20,BLR MTP_ Electrical Team,Corrective,Proactive,WA,Within SLA,2023-09-21
BLRMTPTE-2303864,South,Texas,Dallas Uptown,MTP-01-05-W-91 Switch board faulty issue,MTP-01-05-W-91 Switch board faulty issue,ODC5,,Asset,2023-10-10,Mobile_App,Request,Electrical*,Switch Board Faulty*,Closed,Normal,2023-10-10,BLR MTP_ Electrical Team,Corrective,Proactive,C4,Within SLA,2023-10-11
BLRHUBTE-2302514,South,Texas,Dallas West End,WC flush spendel not working properly,WC flush spendel not working properly,Gents rest room,,Asset,2023-09-20,Mobile_App,Request,Plumbing*,No Water*,Closed,Normal,2023-09-20,Hubli-Plumber Team,Corrective,Proactive,Building 2 Block B,Within SLA,2023-09-21
CHNCAMTE-2312405,South,Florida,Miami Central,FIRE EXIT DOOR 36th week pm work,FIRE EXIT DOOR 36th week pm work,T7,,Asset,2023-09-20,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-20,HCL CHN - M&E Team,Corrective,Proactive,T7,Within SLA,2023-09-21
CHNCAMTE-2312384,South,Florida,Miami Central,"52W PPM, W37, Drain PIT  # 1, CABLE TRENCH","52W PPM, W37, Drain PIT  # 1, CABLE TRENCH",DG Room,,Asset,2023-09-20,Web,Request,Electrical*,Breakers*,Closed,Critical,2023-09-20,Substation2 - M&E Team,Corrective,Proactive,Substation2,Within SLA,2023-09-20
HCLCESTE-2303869,South,Texas,Austin Downtown,Coffee beans need to be arrenge,Coffee beans need to be arrenge,Cafeteria,,Asset,2023-09-20,Mobile_App,Request,Cleaning *,Coffee Spillage*,Closed,Normal,2023-09-20,Cessna - Soft Service Team,Corrective,Proactive,B9,Within SLA,2023-09-21
PUNMGPTE-2303699,West,Arizona,Phoenix Scottsdale,ODC 7 meeting room AC cooling is so high,ODC 7 meeting room AC cooling is so high,ODC 7-Meeting Room 2,,Asset,2023-09-27,Mobile_App,Request,Air Condition*,AHU*,Closed,High,2023-09-27,HCL PUN_MGP - M&E Team,Corrective,Proactive,WB,Within SLA,2023-09-28
VIJSEZTE-2305327,South,Tennessee,Nashville Green Hills,Less cooling,Cooling is less,SM CABIN ODC-3 (KOLLERU),,Asset,2023-09-22,One_Campus,Request,Air Condition*,Too Warm*,Closed,High,2023-09-22,VIJ_SEZ-HVAC Team,Corrective,Reactive,MEDHA TOWER,Within SLA,2023-09-23
CHETA1TE-2304264,South,Florida,Miami Beach,Urinal flush tap found water dripping at 5th floor East GRR Urinal no-8,Urinal flush tap found water dripping at 5th floor East GRR Urinal no-8,F5,,Asset,2023-09-27,Mobile_App,Request,Plumbing*,Leaks*,Closed,Critical,2023-09-27,ETA1 Plumber Team,Corrective,Proactive,Block 1,SLA Elapsed,2023-09-27
BLRMTPTE-2303865,South,Texas,Dallas Uptown,MTP-01-05-M-07,MTP-01-05-M-07,ODC5,,Asset,2023-10-10,Mobile_App,Request,Air Condition*,Indoor Air Quality*,Closed,High,2023-10-10,BLR_MTP HVAC Team,Corrective,Proactive,C4,Within SLA,2023-10-11
CHETA1TE-2304082,South,Florida,Miami Beach,5th floor west GRR EWC no -01 push button problem.,5th floor west GRR EWC no -01 push button problem.,GRR-2,,Asset,2023-09-21,Mobile_App,Request,Plumbing*,Toilets/Urinals*,Closed,Critical,2023-09-21,ETA1 Plumber Team,Corrective,Proactive,F5 RW,Within SLA,2023-09-21
VIJSEZTE-2305293,South,Tennessee,Nashville Green Hills,3rdfloore ODC -2 w/s 35 chair base cylinder screw loose snage point,3rdfloore ODC -2 w/s 35 chair base cylinder screw loose snage point,F3,,Asset,2023-09-21,Mobile_App,Request,CARPENTRY*,Table/Chairs/Desk/ Needs Repairs*,Closed,Normal,2023-09-21,VIJ_SEZ-Electrical Team,Corrective,Proactive,MEDHA TOWER,Within SLA,2023-09-22
CHNCAMTE-2312394,South,Florida,Miami Central,"52W PPM, W37, DG-14 primary pump, Subsatation-2","52W PPM, W37, DG-14 primary pump, Subsatation-2",Chiller Room,,Asset,2023-09-20,Web,Request,Electrical*,Breakers*,Closed,Critical,2023-09-20,Substation2 - M&E Team,Corrective,Proactive,Substation2,Within SLA,2023-09-20
CHNCAMTE-2312625,South,Florida,Miami Central,Plumbing*,I could see 3 taps in faulty condition in Male Restroom due to which no water facility for the same in TOWER 4 / Fourth Floor / Male Restroom,4F,,Asset,2023-09-22,Email,Request,Plumbing*,Health - Faucet / Taps / Damage*,Closed,Normal,2023-09-22,HCL CHN - BMS Team,Corrective,Proactive,T4,Within SLA,2023-09-23
CHNOZOTE-2304770,South,Florida,Miami South,Requesting locker,Requesting locker,ODC,,Asset,2023-09-20,One_Campus,Request,Lock and key *,Open Lock*,Closed,Critical,2023-09-20,Ozone Soft Service Team,Corrective,Reactive,5F (RW),Within SLA,2023-09-20
VIJSEZTE-2305272,South,Tennessee,Nashville Green Hills,Cleaning,Cleaning,DATA CENTER,,Asset,2023-09-20,Mobile_App,Request,Cleaning *,Floor/Carpet Cleaning*,Closed,Normal,2023-09-20,VIJ_SEZ-Soft Service Team,Corrective,Proactive,MEDHA TOWER,Within SLA,2023-09-21
CHETA3TE-2308388,South,Florida,Miami Downtown,LGF cafeteria weekend deep cleaning activities,LGF cafeteria weekend deep cleaning activities,BLK2,,Asset,2023-10-01,Mobile_App,Request,Cleaning *,Special Clean*,Closed,High,2023-10-01,ETA3 Soft Service Team,Corrective,Proactive,BLK2,Within SLA,2023-10-02
CHNCAMTE-2312422,South,Florida,Miami Central,Gate-1 Parking Area Sliding Gate Roller Lubricant Should Be Done.,Gate-1 Parking Area Sliding Gate Roller Lubricant Should Be Done.,GATE 1,,Asset,2023-09-20,Mobile_App,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-20,HCL CHN - M&E Team,Corrective,Proactive,,Within SLA,2023-09-21
CHNCAMTE-2312400,South,Florida,Miami Central,SUB POWER Panel - 1 PM 36th Week,SUB POWER Panel - 1 PM 36th Week,CR,,Asset,2023-09-20,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-20,HCL CHN - M&E Team,Corrective,Proactive,RW,Within SLA,2023-09-21
CHNCAMTE-2312379,South,Florida,Miami Central,SPRINKLER & HYDRENT 36th week pm work,SPRINKLER & HYDRENT 36th week pm work,T7,,Asset,2023-09-20,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-20,HCL CHN - M&E Team,Corrective,Proactive,T7,Within SLA,2023-09-21
BLRITPTE-2303704,South,Texas,Austin East,AC Issue - Feeling Too Cold,"Feeling too cold , Kindly Reduce the AC at seat no- AB-06-WB-W-180",Floor6,,Asset,2023-09-22,Phone,Complaint,Air Condition*,Too Cool*,Closed,High,2023-09-22,ITPL-HVAC Team,Corrective,Proactive,Aviator,Within SLA,2023-09-23
CHETA3TE-2307621,South,Florida,Miami Downtown,In LAB1 &2 passage wall corner area need to do pest control treatment,In LAB1 &2 passage wall corner area need to do pest control treatment,BLK3,,Asset,2023-09-20,Web,Request,Pest Control*,Pest/Rodent Noticed*,Closed,Normal,2023-09-20,ETA3 Soft Service Team,Corrective,Proactive,BLK3,Within SLA,2023-09-21
CHETA3TE-2308291,South,Florida,Miami Downtown,"01st floor ICB break out area, window builds not properly","01st floor ICB break out area, window builds not properly",WW,,Asset,2023-09-29,Mobile_App,Request,CARPENTRY*,Table/Chairs/Desk/ Needs Repairs*,Closed,Normal,2023-09-29,ETA3 M&E Team,Corrective,Proactive,WW,Within SLA,2023-09-30
CHNCAMTE-2312937,South,Florida,Miami Central,Air Condition*,"Feeling too cold, kindly Reduce the AC at TOWER 2 / Fourth Floor / Left Wing / 402B / W 11",ODC,,Asset,2023-09-27,Phone,Request,Air Condition*,Too Cool*,Closed,High,2023-09-27,T2 - M&E Team,Corrective,Proactive,LW,Within SLA,2023-09-28
CHNCAMTE-2312424,South,Florida,Miami Central,MLCP Terrace R/W Water Pipe Leakage Found Need To Arrest .,MLCP Terrace R/W Water Pipe Leakage Found Need To Arrest .,MLCP,,Asset,2023-09-20,Mobile_App,Request,Plumbing*,Leaks*,Closed,Critical,2023-09-20,HCL CHN - M&E Team,Corrective,Proactive,MLCP,Within SLA,2023-09-20
BLRMTPTE-2303866,South,Texas,Dallas Uptown,ODC-5 Black canary meeting room Ac Not work,ODC-5 Black canary meeting room Ac Not work,ODC-5 Black canary meeting room,,Asset,2023-10-10,Mobile_App,Request,Air Condition*,Indoor Air Quality*,Closed,High,2023-10-10,BLR_MTP HVAC Team,Corrective,Proactive,C4,Within SLA,2023-10-11
CHNCAMTE-2312396,South,Florida,Miami Central,ELCB for DB's week 36,ELCB for DB's week 36,T7,,Asset,2023-09-20,Web,Request,Others*,Internal Team Co-Ordination,Closed,Normal,2023-09-20,HCL CHN - M&E Team,Corrective,Proactive,T7,Within SLA,2023-09-21
PUNMGPTE-2303515,West,Arizona,Phoenix Scottsdale,Switch off unwanted lights on floor and washroom,Switch off unwanted lights on floor and washroom,Cafeteria,,Asset,2023-09-20,Mobile_App,Request,Air Condition*,AHU*,Closed,High,2023-09-20,HCL PUN_MGP - M&E Team,Corrective,Proactive,WB,Within SLA,2023-09-21
CHETA3TE-2307617,South,Florida,Miami Downtown,In LGF ODC 7 Cup washroom floor drop area need to do pest control treatment,In LGF ODC 7 Cup washroom floor drop area need to do pest control treatment,BLK3,,Asset,2023-09-20,Web,Request,Pest Control*,Pest/Rodent Noticed*,Closed,Normal,2023-09-20,ETA3 Soft Service Team,Corrective,Proactive,BLK3,Within SLA,2023-09-21
